gene,p,mean
ZNF300,0.7351851975663222,0.014646489711303279
RAMP1,0.7351851975663222,0.03389148728435415
PPP1R12A,0.7351851975663222,0.04311074292128604
SLC25A26,0.7351851975663222,0.050947016305977755
DNAJC27,0.7351851975663222,0.0804630385298363
SFRP1,0.7351851975663222,0.09458821128211373
C2orf42,0.7351851975663222,0.09854837317536586
CENPT,0.7351851975663222,0.1555542116817135
TLCD3B,0.7370738250782132,-0.03212271009953602
PSG1,0.7370738250782132,0.1046207647714726
ABCG4,0.7370739172362928,0.036076208241036654
NGLY1,0.7370739172362928,0.0831511459765132
TBC1D2,0.7370739172362928,-0.019286486716865732
CORO7,0.7370739172362928,-0.029397302256767455
SLC14A2,0.7370739172362928,-0.061193304958187145
MPZL1,0.7370739172362928,-0.08659528005291024
ZSCAN16,0.7370739172362928,-0.10111533943661474
KLHL13,0.7374201892207364,-0.042349715558321024
CEP135,0.7376236837085939,0.03594868068767127
C20orf203,0.7378205927843449,-0.04303141934010306
FXYD3,0.7380185063346527,-0.028065471959586225
CD320,0.738018781893504,-0.019141131748668008
LRIG3,0.738018781893504,0.01615569094664826
FUT11,0.7382139226884221,-0.03982655996002234
GPR174,0.7389641347379132,0.06839732634304657
NSG2,0.7389641347379132,0.15772644498093208
SLC35A4,0.738964226284932,0.1347219838883464
FAM227B,0.738964226284932,0.08734116977322355
IQSEC1,0.738964226284932,0.07433769352897217
NPHS2,0.738964226284932,0.071555185089078
CBLL1,0.738964226284932,0.03099363909130287
SDC4,0.738964226284932,-0.0026607055264855767
CTDSP2,0.738964226284932,-0.036695430986526556
EPHA5,0.738964226284932,-0.056339733075490527
GRIK5,0.7391224247010864,-0.03734448977490594
MAPK10,0.7399096085700574,0.13118860642219757
SLC12A4,0.7399098822932288,0.012460486121398787
IL6ST,0.740330413218242,0.03560005881249796
RGS4,0.7404302477417483,0.038140871510445803
PAICS,0.7406397959495005,-0.04014586594717458
TNFAIP6,0.7408561141737475,0.217316051091174
CPA2,0.7408561141737475,0.18143521807462665
HTRA4,0.7408561141737475,0.13292640709203757
AFF3,0.7408561141737475,0.08119201726280517
NTRK2,0.7408561141737475,0.049238107153986924
IGFBP6,0.7408561141737475,-0.04131824292977507
WARS2,0.7408561141737475,0.024666489380032797
FCHSD2,0.7408561141737475,-0.014756542991609306
RPAP3,0.7408561141737475,-0.0598909932317975
CPE,0.7408561141737475,-0.0876931011856435
MPL,0.7408561141737475,0.028876008771583403
DRC12,0.7411118087539141,-0.038064101991618055
FDX2,0.7415493123848338,-0.03634778830709688
MED27,0.7416967680803552,-0.037149295421245315
ZNF302,0.742343759004064,0.037347470746003884
RLN2,0.7424872022244613,0.0361180526653237
POLR1F,0.7427495703356153,0.07688364778286652
RSPH6A,0.7427495703356153,0.06219320313186506
SARDH,0.7427495703356153,0.04612930362309491
NDE1,0.7427495703356153,-0.08198725716159964
OR5I1,0.7427495703356153,0.023000908756537375
FAM76A,0.7433224943048917,-0.036786836549155974
DALRD3,0.7435101929510124,0.03652594373865537
FARS2,0.7436967931968057,-0.022266192606560653
CARF,0.7443820156401173,-0.03801674894027842
USP51,0.7446018779850682,0.03401610280421098
ENPP1,0.744617172463001,0.03903417365665589
INPP5J,0.744644584174954,0.0637615395614563
RHOQ,0.744644584174954,0.1192920493720965
ZNF668,0.744644584174954,0.08739041837746309
ADGRF3,0.744644584174954,0.05073193467901108
SPRYD7,0.744644584174954,-0.10792251538654286
SPAM1,0.744644584174954,-0.11276010316787458
TKTL2,0.744644584174954,-0.16538342075866755
CSNK1D,0.744644584174954,0.007390392205353313
PGAP6,0.7448988944157746,0.03391308104301888
CCDC136,0.7455680871280865,-0.03702934596791576
FGD4,0.7455925825095195,-0.018325530445498547
GPR107,0.746541055981627,0.02137572262648743
ACTL6A,0.746541055981627,0.05978089512718887
SERPINA4,0.7465411450679026,-0.04544211932448667
CCL8,0.7465411450679026,0.08943149980096196
PRIMA1,0.7465411450679026,0.06978312042396165
RHOF,0.7465411450679026,0.030301306399472733
TM7SF2,0.7465411450679026,0.02556332865500735
NXN,0.7465411450679026,0.011448592988014327
PRR34,0.7465411450679026,-0.009938668218866215
PTPRO,0.7465411450679026,-0.060374125466390316
CSMD2,0.7465411450679026,-0.01604366182559136
CYTL1,0.7465411450679026,-0.0428508407548069
RPL38,0.7465411450679026,0.10104239089897649
PAAF1,0.7465411450679026,-0.09188959673742564
DPH6,0.7465411450679026,-0.0923876875549343
SAP30L,0.7465411450679026,-0.26818039910225283
TNFRSF1A,0.7465411450679026,-0.011327829541795092
EDEM1,0.7465411450679026,0.14199108010470562
ALDH2,0.7474898247780459,-0.0007256741306934378
RPL32P3,0.7474899135549868,0.05464818391048863
PID1,0.7478760428434564,-0.03945586724815782
TFAP2A,0.74843915389548,0.0010629438857132564
DUSP11,0.74843915389548,0.007298793175393586
ADGRB2,0.74843915389548,0.14162611441732448
ABI3,0.7484392423624957,0.3117778536893672
MTRFR,0.7484392423624957,0.0917661500567246
SLC30A3,0.7484392423624957,0.04052345699892369
ANXA2P1,0.7484392423624957,-0.001540314125750189
C8orf34,0.7484392423624957,0.11949433212574298
LNX1,0.7484392423624957,-0.024134714128365355
CCDC27,0.7484392423624957,-0.034148353234395024
SLC1A1,0.7484392423624957,-0.06325368647000144
CEP41,0.7484392423624957,-0.016275073368049748
ACOX3,0.7486335120350915,-0.035937570933681794
AOPEP,0.7488029695645424,0.0362286885104857
HELZ,0.749388775667247,0.020037119973186884
GLRA1,0.749388775667247,0.23750167591974225
MEAF6,0.7494989447400905,-0.03596039579290504
GINS3,0.7496472514753754,-0.0357119153002568
NFKBIE,0.750059082168683,0.0383537945830015
CCNA2,0.7503387775326953,-0.07412906113922918
SPINK5,0.7503388653788425,0.04198615727976863
ING5,0.7503388653788425,0.06980838616860746
ZZZ3,0.7503388653788425,0.0030488810766191587
SCAMP4,0.7503388653788425,0.08497803277751939
LINC00525,0.7503388653788425,0.07093624838916857
THOC7,0.7503388653788425,-0.0030839030593722006
OLR1,0.7503388653788425,-0.03474453874686135
MAN1B1,0.7503388653788425,-0.02786556875781058
SLC25A13,0.7503388653788425,-0.049489701406420256
ASAH1,0.7503388653788425,-0.05098731602298527
ZNF439,0.7503388653788425,-0.05130775326096265
PIGM,0.7503388653788425,-0.05746883457942739
AKNAD1,0.7503388653788425,-0.0784391143445455
MCF2L,0.7507422510634703,-0.035107681644561406
UBB,0.7515406264557668,-0.0349673854904072
BRICD5,0.7516063976844797,-0.032283036669919926
TTYH3,0.7522399161856248,0.1775994390586469
RGS12,0.7522400034093051,0.09845778051597043
PFN1,0.7522400034093051,0.06399121125531457
DPAGT1,0.7522400034093051,0.060605449459746136
MTF2,0.7522400034093051,0.059407270346949835
ITSN2,0.7522400034093051,0.03904828543530025
GABRA3,0.7522400034093051,0.004119565317780058
LHFPL2,0.7522400034093051,0.019662561552415733
ODC1,0.7522400034093051,-0.01733248963633434
HEBP2,0.7522400034093051,-0.042761575756004255
ARC,0.7522400034093051,-0.05167669004695899
XPOT,0.7522400034093051,0.026991420076801144
H3C3,0.7526725537143182,0.037612555196194275
FAM3D,0.7531910502892992,0.10010200119938775
GRK3,0.7533500104788327,0.038304492542276164
RIMS1,0.7537988821777059,-0.04001753629354863
HCRT,0.7541424725193356,0.011213065764313662
ABCB9,0.7541425591190525,0.05050080506937138
TMOD4,0.7541425591190525,0.043683835993812745
ZBTB41,0.7541426457186776,-0.11099199899222781
HYDIN,0.7541426457186776,0.09166912214537047
GPI,0.7541426457186776,0.08863194844132648
RHBDL2,0.7541426457186776,0.077897256123928
PCCA,0.7541426457186776,0.05476060935815296
BMP3,0.7541426457186776,0.04199529778119972
SKI,0.7541426457186776,0.10011689486085125
ZNF85,0.7541426457186776,0.01844934917495966
LBHD1,0.7541426457186776,-0.008012375733250088
PRKD1,0.7541426457186776,-0.016370515200673293
SUPT20H,0.7541426457186776,-0.06126013895844256
PDILT,0.7541426457186776,-0.10619333810799705
MYO15A,0.7541426457186776,0.022873322981325578
GOLM2,0.7549303031301888,0.04031117327876191
FDFT1,0.7550944413287043,-0.042104837555481285
NSF,0.7560467815443674,0.029262159272563894
ZNF414,0.7560467815443674,-0.008262017284699247
ORMDL2,0.7560467815443674,-0.011935273603541907
LSM1,0.7560467815443674,-0.08421813836812712
ATG7,0.756309623268977,-0.04119288464927013
TNFRSF21,0.7566275956223336,0.03362916679516933
FKBP1A,0.7566770833297565,0.039704846532890595
DOCK9,0.7569992348338099,-0.07992537855737675
CDS2,0.757925264291193,0.035630705428422386
ATP4B,0.7579522294028987,0.002223508639917049
ALG10,0.7579522294028987,0.02978643353967521
PITX2,0.7579523147497822,0.036287735194366566
RLN3,0.7579524000965754,-0.3875566526005989
ARG2,0.7579524000965754,-0.11291947341411188
OR51B4,0.7579524000965754,-0.035530096044924006
HDAC5,0.7579524000965754,0.0286447331500668
BCLAF3,0.7579524000965754,0.039623595495250075
APLF,0.7579524000965754,0.04204288984902616
ARHGEF18,0.7580748437334801,0.03564868038867508
CEP250,0.7588326761042312,-0.035162318528530204
CRTC2,0.7598594905584787,0.06021799700697282
PLEC,0.7598594905584787,0.07181224819281513
PHYHD1,0.7598594905584787,0.08872626253532848
RAB9B,0.7598594905584787,0.2078472215669148
CYP26A1,0.7598594905584787,0.11025322130958891
CAVIN1,0.7598594905584787,0.11410048122948237
ING3,0.7598594905584787,0.04390604804829196
MMP2,0.7598594905584787,0.10480476943341582
SAAL1,0.7598594905584787,0.0258602377740932
ARHGAP20,0.7598594905584787,0.1691043812837658
GOLGA3,0.7598594905584787,0.017290227758089555
ASB7,0.7598594905584787,0.0036775056878175505
RAB3GAP1,0.7598594905584787,-0.01950722050381591
EFHD1,0.7598594905584787,-0.021869295929046507
DAPK2,0.7598594905584787,-0.035405054074220094
ENY2,0.7598594905584787,-0.03621873308684362
DPH5,0.7598594905584787,-0.040386444300468824
CIT,0.7598594905584787,0.020387168499971783
RMDN1,0.7598594905584787,-0.13162690203264427
DHX33,0.7602108727560049,-0.032507966999758456
MRPL48,0.7608134999648852,-0.036507642269548404
SLC38A1,0.7608134999648852,0.09159290038875775
LLCFC1,0.7609077407046173,0.03795884947771458
LRRC49,0.7617678739108522,-0.04730428626972028
FADS3,0.7617678739108522,0.06141936108612271
SIRT2,0.7617679579986769,0.1183432995433101
CHRDL1,0.7617680420864128,0.16172362100657933
ZNF501,0.7617680420864128,0.1260131864896319
ZKSCAN4,0.7617680420864128,0.06225862240768315
DNAAF4,0.7617680420864128,-0.05031360787614016
PGBD4,0.7617680420864128,-0.01222746210472734
WFDC12,0.7617680420864128,-0.02996328415319432
DNAJC15,0.7617680420864128,0.04674657610728404
GOLGA2,0.763071155386394,0.03529304685547115
EID2,0.7636779603541565,-0.04428270374715548
PLEKHG4B,0.7636780438100558,0.14560903278464193
LAMTOR3,0.7636780438100558,-0.05465642862472998
AMOT,0.7636780438100558,-0.022878623950728053
OTUB1,0.7636780438100558,-0.010503355551530487
TRAK1,0.7636780438100558,0.01698249190989047
SLC19A2,0.7636780438100558,0.06292089607808446
FERRY3,0.7636780438100558,0.07894383373141665
ANKRD27,0.7636780438100558,0.08688172796328988
ATP6V0E2,0.764248260040016,-0.037393552325303524
PALS2,0.7646333356725585,-0.10028957846433423
FAM83H,0.7655894020100742,0.020250009882732678
FEZ2,0.7655894848326126,0.02158188637037342
FN3K,0.7655894848326126,0.061420229466167375
KLHDC9,0.7655894848326126,-0.0006394678536311982
C14orf93,0.7655894848326126,0.058903446212817206
SLC39A11,0.7655894848326126,-0.08619379373961164
ATP5MG,0.7655894848326126,-0.12489233259313984
SLC6A16,0.7655894848326126,-0.017817084035656024
BICD1,0.7661871541844801,0.03470129301267956
TMF1,0.7665456591632522,-0.013981058291300849
FGF4,0.7675022720433361,0.0857423549884861
MKNK1,0.7675022720433361,0.14861112891381062
PELP1,0.7675023542310001,0.1996275286666632
SLX4,0.7675023542310001,0.0793087103431226
IL1R2,0.7675023542310001,0.07579461102586724
PUM2,0.7675023542310001,0.030219424876434905
FBXO38,0.7675023542310001,0.10155241955213523
AGO1,0.7675023542310001,0.0076222004897468325
ELAVL3,0.7675023542310001,-0.014029084554889985
ITCH,0.7675023542310001,-0.03291233121943095
PMP2,0.7675023542310001,0.02187103842451813
AHNAK,0.7675023542310001,-0.11150830264026079
PRSS3,0.7682848477131808,0.03351562269093748
PROM1,0.7689159837101278,0.03269614403332112
SRP72,0.7692779020960998,0.03072208740480855
TARBP2,0.7694164779533729,0.06779916092006616
STAT5B,0.7694165595047464,0.055844645332168125
DNASE1L1,0.7694166410560335,0.10733091540094307
CRHR1,0.7694166410560335,0.09941561879307659
DNAH2,0.7694166410560335,0.09613380161344841
SYT11,0.7694166410560335,0.08048199278224111
ZNF438,0.7694166410560335,0.07367420751581347
HTR1A,0.7694166410560335,0.06953038430990435
FAM171B,0.7694166410560335,0.056544987058771735
GNA13,0.7694166410560335,0.018505901574278255
RFLNB,0.7694166410560335,0.01221656526072648
ZNF493,0.7694166410560335,-0.03355155128888472
GARIN4,0.7694166410560335,-0.009276370826690722
GDF10,0.7694166410560335,-0.01679038429555739
SLC17A5,0.7694166410560335,-0.018402827546526834
MORF4L1,0.7694166410560335,-0.018946038718145722
OXA1L,0.7694166410560335,-0.00589468469808839
RREB1,0.7694166410560335,-0.04694851397189334
CCNYL1,0.7694166410560335,-0.05484196585125792
SLC17A8,0.7694166410560335,-0.08602965792420872
AKR1E2,0.7694166410560335,-0.10353677450124943
EIF3D,0.769950606544826,-0.02921621418791679
SNAI1,0.7703742313422923,0.05968714182298919
CDH15,0.7704125617956297,-0.03145233632384666
ATP6V1D,0.7709734600645761,-0.033259316786380645
NTPCR,0.7713322534191943,-0.0728167780425075
LGI4,0.7713322534191943,0.007177116284232565
CRNN,0.7713322534191943,0.09969511689243848
ZNF384,0.7713323343326126,0.1000717021737037
BCL2L10,0.7713323343326126,0.06862243422030531
TXLNGY,0.7713323343326126,0.04626194760049063
WDR74,0.7713323343326126,0.04117652829005001
ANKRD18A,0.7713323343326126,0.0397722930996626
PHLDA2,0.7713323343326126,0.0560379050214018
KLHL5,0.7713323343326126,0.0052351058190506505
PRAP1,0.7713323343326126,-0.10764307654737335
CHST3,0.7713323343326126,-0.07725953626265028
SEPTIN2,0.7713323343326126,0.02422124957449092
TBCC,0.7713323343326126,-0.057241191644676656
LIFR,0.7719328815882646,-0.028206095243990044
ORM1,0.7732492625116878,0.03684090530214301
CD8B,0.7732493427858416,-0.016027021734372565
TINAG,0.7732493427858416,0.08342848871027803
RAB29,0.7732494230599102,0.19431401938088078
CAPN10,0.7732494230599102,0.07378696900442919
NDST4,0.7732494230599102,0.05233541029540226
TMPRSS11E,0.7732494230599102,-0.018639533925539728
EEF1AKMT3,0.7732494230599102,0.06766082866721376
MT1X,0.7732494230599102,-0.05396946905888578
HDHD2,0.7732494230599102,-0.09882140485116697
RND2,0.7732494230599102,-0.10389887025764957
NDUFA2,0.7732494230599102,-0.01933534572154541
ZNF30,0.7732494230599102,-0.0013358175939152672
FAM186B,0.7741897911735639,-0.03140765751511433
NFYB,0.7742084073189894,-0.0683738093543459
SLC25A19,0.7745084659383064,0.034215915660994495
LRSAM1,0.7748965248245911,0.028185224447349444
TMEM147,0.7751664178605149,0.031182954934832197
AMELX,0.77516789621156,0.010930065957186277
MBOAT2,0.77516789621156,0.11707040630062042
CAPN3,0.77516789621156,0.06694602300955256
IARS1,0.77516789621156,0.05628928839438223
KRT37,0.77516789621156,0.031788802809230736
ZNF496,0.77516789621156,0.027767140585235828
IRF5,0.77516789621156,-0.005135610852654286
ZNF506,0.77516789621156,-0.029640411648289483
ESD,0.77516789621156,-0.06012568741493235
C14orf178,0.77516789621156,-0.07678076170954996
FZD7,0.77516789621156,-0.079760911490802
NRN1,0.77516789621156,-0.02400783554863256
ANP32E,0.7753207444841744,-0.0318525909909415
XG,0.776598008013816,-0.0347374292989195
TOB1,0.7768819653608621,-0.02993325667372096
CALHM3,0.7770191333549037,0.032161796397706326
STAM,0.7770875847538201,-0.042534325248817784
PRR11,0.7770876637448748,-0.03699370266192784
LTB4R,0.7770877427358456,0.043903830625486945
RIIAD1,0.7770877427358456,0.039123450603406704
NIPAL3,0.7770877427358456,0.032773883191386716
CEP128,0.7770877427358456,0.024240645256291327
TRIM39,0.7770877427358456,-0.03405393836967495
HEY2,0.7770877427358456,-0.024811424152080853
JOSD1,0.7770877427358456,-0.05744389599459267
CC2D1A,0.7770877427358456,-0.06010215141845932
XPA,0.7770877427358456,-0.01060502949046857
SEC22C,0.7780480988828928,-0.10174316398179718
SEC14L2,0.7790089515558913,-0.05269170761837172
MLKL,0.7790089515558913,0.11195391772136933
NUP210L,0.7790089515558913,0.08472031141948279
SIRT1,0.7790089515558913,0.027140361839498358
GSG1,0.7790089515558913,0.018528820537798224
GYPA,0.7790089515558913,0.005873639846374207
ZNF426,0.7790089515558913,-0.05297457950066742
WBP4,0.7790089515558913,-0.07386861845734698
MARCKSL1,0.7790089515558913,-0.06386811724888608
C16orf89,0.7790089515558913,-0.10323932284533266
NUP160,0.7790089515558913,-0.0843138236507697
ZNF765,0.7790089515558913,-0.05652831340657838
RAB4A,0.7790089515558913,-0.06869505703135055
AFTPH,0.7790089515558913,-0.06751845526236969
C16orf87,0.7794178786882259,-0.03287648387729361
PXN,0.779538936829159,-0.02978734085637612
CCDC68,0.7799699073087005,-0.0310501657716735
MED6,0.7799699853336256,-0.07526720538394563
TK1,0.7809315115698521,0.05358335948474259
TMEM9,0.7809315115698521,0.05043302316922628
TP53I3,0.7809315115698521,0.015451973195208135
HOOK3,0.7809315115698521,0.012759549079472687
UBE2T,0.7809315115698521,0.0062935751185764985
CHRNA2,0.7809315115698521,-0.0002799648024900403
CNTFR,0.7809315115698521,-0.03179491613548269
RNF17,0.7809315115698521,-0.023152799807284408
PLA2G15,0.7809315115698521,0.06995007022586495
MAN2B2,0.7809315115698521,-0.03920066093779917
EXOSC1,0.7809315115698521,-0.054988585040325166
LIMA1,0.7809315115698521,-0.05796753910239469
COMMD2,0.7809315115698521,-0.09838603700697854
CYP4F11,0.7809315115698521,-0.007472249999938736
ZNF692,0.7809315115698521,0.11407836806039161
HMGXB4,0.7818932174194786,-0.081535347397569
MRE11,0.782083610006447,-0.032912381740767854
AURKC,0.7824910433540446,0.03127856411997989
SEPTIN7P11,0.7828553345956119,-0.01564550799362091
TM9SF2,0.7828554116511053,-0.17927310309710304
STARD6,0.7828554116511053,-0.10025536288877289
TP53TG1,0.7828554116511053,-0.09075948031790443
TNS2,0.7828554116511053,-0.023975449556407527
HNF4A,0.7828554116511053,-0.022219206572930555
ERG28,0.7828554116511053,0.02994625011340305
KRT3,0.7828554116511053,0.04549885390778223
TBC1D17,0.7828554116511053,0.09533318224782111
CAMP,0.783817784001501,0.09863853780196896
EDA,0.7844499163428198,-0.03286895982433226
ARHGEF19,0.7847804878333805,-0.012458711797172454
SCARB2,0.7847806406484431,-0.12923261878232617
FOXRED2,0.7847806406484431,-0.06103328678827667
KCNG3,0.7847806406484431,-0.057402322092048944
SIAH1,0.7847806406484431,-0.050781944766654485
ZMYND11,0.7847806406484431,-0.006717695035786911
FAM209A,0.7847806406484431,0.013997853307660499
CACNG5,0.7847806406484431,0.05373047957749025
EVI5L,0.7847806406484431,0.054992953945978446
MAP2K7,0.7847806406484431,0.0659157047972216
HOXA6,0.7847806406484431,0.08832441896259816
HSPA2,0.7849766711521217,0.029470076077377637
CYSTM1,0.7857436739162538,-0.053983171251997586
LINC00526,0.7857436739162538,-0.11687947496075057
NFKBIB,0.786637976749087,0.027163617373003685
PIGO,0.7867071116281805,-0.08284722632953956
H4C3,0.7867071116281805,0.061613570241498924
TRPM3,0.7867071873862653,0.1798831063978747
IRX1,0.7867071873862653,0.08302862766609487
PCDH20,0.7867071873862653,0.021594600863427918
SMARCA5,0.7867071873862653,0.010845422240167726
DVL3,0.7867071873862653,0.07878507443303949
DEK,0.7867071873862653,0.0015103675247606918
RHOD,0.7867071873862653,-0.06574389494653948
C11orf24,0.7867071873862653,-0.07370639889881042
KNTC1,0.7867071873862653,0.0042207759344652235
TANGO6,0.7867185822491246,0.029910715952641803
CREB1,0.7874289833806297,-0.027685602655283262
NAT2,0.7877697297617825,0.03007929924702131
HMOX1,0.7879128774784327,0.027833189262231908
SCFD2,0.7886350406647732,0.0611619625296839
DCD,0.7886350406647732,0.16634146879426795
BRSK2,0.7886350406647732,0.06892064352128033
CNPY3,0.7886350406647732,0.03452919660658048
ZNF354A,0.7886350406647732,0.1134223901461435
CST8,0.7886350406647732,0.02039352725379031
OXSM,0.7886350406647732,0.01699024518768867
SLC20A2,0.7886350406647732,-0.015190632500019039
LGR6,0.7886350406647732,-0.018271420290198626
MYO6,0.7886350406647732,0.026871675979469045
HSPH1,0.7886526252972768,-0.02687122536447048
MRPL46,0.7890513285672375,-0.03181437784484111
PCGF2,0.789599304187459,0.06444589561843724
WNT8B,0.7895993789689086,-0.05375807592391364
HSPB7,0.7901464243389719,0.027906093956346464
GABARAPL1,0.7905641148050554,-0.03590988654678718
LAMP5,0.790564189260164,0.12103285419037896
SANBR,0.790564189260164,0.06339418909329786
GABRB3,0.790564189260164,0.04369149669788893
IAH1,0.790564189260164,0.035684873133956796
GNL3L,0.790564189260164,-0.018426420610034827
COG7,0.790564189260164,-0.019347791185662263
ARPIN,0.790564189260164,-0.04628281223618423
VTA1,0.790564189260164,-0.09832772646047158
FMNL3,0.790564189260164,0.010342181835997402
NUP58,0.7918427633727577,0.027554327510532824
PCBP4,0.792494548123265,0.01167281809467477
TMEM260,0.792494548123265,0.029578156316164755
S100A3,0.7924946219248264,0.04752449432434182
SYNGR2,0.7924946219248264,0.11011459101079132
CCL27,0.7924946219248264,0.09859484936310206
MAP4K2,0.7924946219248264,0.08746735170739561
ARHGAP35,0.7924946219248264,0.05200723421012554
ELMO2,0.7924946219248264,0.03819902442247501
WDR25,0.7924946219248264,0.10707086930957542
SCYL2,0.7924946219248264,-0.004492564315594097
IL6-AS1,0.7924946219248264,-0.022351130939201908
MPO,0.7924946219248264,-0.02286306981773943
MPC1,0.7924946219248264,-0.03565309912270598
SPSB3,0.7924946219248264,-0.0019753743821915963
GJA5,0.7924946219248264,-0.058583042121598795
INE1,0.7933081518905083,0.030823870835924642
KCNE3,0.7934601693131598,-0.0036519537753643694
CACNA2D1,0.7934602427875159,-0.0686468322273117
C10orf62,0.7934602427875159,0.01089465219112977
NLGN4X,0.7940665435374792,-0.030976927074567253
TENT4A,0.7944261810941453,0.0786319255034606
CRADD,0.7944262542408795,-0.03508531350573765
RACGAP1P1,0.7944262542408795,-0.028246790668096898
DDX11,0.7944263273875357,0.15375146513655288
SF3B1,0.7944263273875357,0.09262114541659257
ILRUN,0.7944263273875357,0.08592208502410231
BSPRY,0.7944263273875357,0.054381185739535126
TNNI3,0.7944263273875357,0.05329259774286417
TFE3,0.7944263273875357,0.0348261335749947
ADHFE1,0.7944263273875357,0.013262995446602907
ZNF223,0.7944263273875357,0.00825186454683148
NOX1,0.7944263273875357,0.09370890558082128
PLAAT2,0.7944263273875357,0.0026321787566179894
NOL8,0.7944263273875357,0.0024481914701431143
CXXC5,0.7944263273875357,-0.027392195233316555
MTMR8,0.7944263273875357,-0.04838900426592612
SETD7,0.7944263273875357,-0.052558749492680745
WDR43,0.7944263273875357,-0.0874772852933792
RNF7,0.7944263273875357,-0.10453961868567568
SHISA3,0.7944263273875357,0.00496879255066962
NTSR2,0.795392581070794,0.061621014092247295
ZNF138,0.7957490846760218,0.027695961805333486
NID2,0.7962643865236805,-0.026936470832109354
ADO,0.7963591493727646,-0.03699216393291205
TRIM33,0.7963592218632468,-0.04710287521832525
P2RX6,0.7963592218632468,0.014910725657750853
KCNA6,0.7963592218632468,0.018927409040804463
PEAK1,0.7963592943536515,0.0678115614394443
GALNT15,0.7963592943536515,0.052100066751983934
OR3A3,0.7963592943536515,0.08234610534987123
TMEM225,0.7963592943536515,0.030527101073143742
MAPK8IP3,0.7963592943536515,0.005916666541880403
MTCP1,0.7963592943536515,-0.04172813468710894
SMC2,0.7963592943536515,-0.018960408276697788
SDHB,0.7963592943536515,-0.08283316969851547
IFT70B,0.7963592943536515,-0.10057988190311498
NEUROD1,0.7963592943536515,0.005213025312061789
NADK2,0.7973261752027796,-0.11085046228725462
PNPLA3,0.7973261752027796,-0.09533446938713235
CPN1,0.7982079044149185,-0.026613923430586994
DCBLD1,0.7982272026761482,-0.028804762612087424
WIPI1,0.7982934396724959,0.04996156674900429
METTL26,0.7982934396724959,0.05163868339965988
STN1,0.7982935115053144,0.10601370885571346
FNDC8,0.7982935115053144,0.0980314929422725
ATAT1,0.7982935115053144,0.08513848528487472
NEFM,0.7982935115053144,0.06557562715771174
WDR6,0.7982935115053144,0.05311380169205234
KLHL14,0.7982935115053144,-0.008080869914355221
DPM1,0.7982935115053144,-0.010540078321335467
PPP1R36,0.7982935115053144,-0.03399266867471939
KIF5A,0.7982935115053144,-0.07154771721276477
SUGT1,0.7982935115053144,0.0334624176897286
MAGEA10,0.7992608708467808,0.03921751048013991
GALK1,0.7992610138540664,-0.03766230576960594
OPALIN,0.7992610138540664,0.0032550385759295627
NLK,0.7995533749614994,0.0284449970336874
PKIB,0.8002288963277355,-0.13010559619490003
MND1,0.8002288963277355,0.00244891314817558
SH3BP1,0.8002288963277355,0.07487178613519377
POLM,0.8002289675016444,0.17561209096440034
FANCD2OS,0.8002289675016444,0.006509193932664109
TAF7,0.8002289675016444,-0.007902537607487783
NIPA2,0.8002289675016444,-0.058697926050019486
COMMD9,0.8002289675016444,-0.014328458982583638
MARCO,0.8002289675016444,-0.008501761144956915
BOLA1,0.8004370356130687,-0.028039210639418777
IDNK,0.8011970856723274,-0.16618067725950264
GPN1,0.8011970856723274,-0.006511941432281287
RPLP2,0.8021655804652523,0.09000100241487684
DNAJC1,0.8021656509789398,0.023752488813433156
MMD,0.8021656509789398,0.1896752485931995
PHC2,0.8021656509789398,0.007051174661462753
SLC27A3,0.8021656509789398,0.0778901857205716
CPED1,0.8021656509789398,-0.03990338483385502
EGLN1,0.8021656509789398,-0.0532706392260517
UNC119B,0.8021656509789398,-0.15727517971530525
CRTAC1,0.8021656509789398,-0.03876738781157195
TYW3,0.8026839366485545,0.028753176080905704
PRKCI,0.8031343090993494,-0.026254839834481458
DHDH,0.803134379282513,-0.2681851559264556
PDGFC,0.8031952281207551,0.028925690238950082
MZF1,0.8040349911986652,0.02950325183170459
ARMC6,0.8041035505508765,0.19558166840688915
ORC6,0.8041035505508765,0.0795024083949467
BIN2,0.8041035505508765,0.059031082948489536
KLHL42,0.8041035505508765,0.0729225942899825
ZNF43,0.8041035505508765,0.0025200361893354117
CEP57,0.8041035505508765,-0.0037393974212006492
TRH,0.8041035505508765,-0.005545340555697886
HES1,0.8041035505508765,0.012441834509144274
EXD3,0.804790063708084,-0.027719747025161907
HAUS2,0.8050728137660553,-0.0712524843812284
CCL23,0.805585703429067,-0.025935587883997566
SCO2,0.8056565826458076,-0.028382060540516705
CFAP91,0.8057006773290506,0.02869532740665219
TUBG1,0.8060425856193522,-0.0012200865485867685
TNS1,0.8060426548087083,0.11355716027951784
GBGT1,0.8060426548087083,0.11131212014953142
HBP1,0.8060426548087083,0.08257784426074656
ADAMTSL4,0.8060426548087083,0.06967494770889893
KCNJ13,0.8060426548087083,0.031307948926629026
TINCR,0.8060426548087083,0.21073209940665105
MICAL2,0.8060426548087083,0.017117354369778875
MAP2K3,0.8060426548087083,-0.005909890970781692
TNFRSF10B,0.8060426548087083,0.011948321421267727
MAEL,0.8060426548087083,-0.01474886397812153
ZNF239,0.8060426548087083,-0.019424465274327486
CNDP2,0.8060426548087083,-0.040987092295627525
