Gene,P-value
POLR2J,2.1821245534863687e-09
ZBED6,2.1882475132100415e-09
IFT27,2.192313140483238e-09
PSMD14,2.233431342855837e-09
VAV1,2.2593809440920622e-09
MAPK6,2.275596094884811e-09
ZNF644,2.2823961004703795e-09
HDHD2,2.285755882784802e-09
INPP4A,2.2988588786574404e-09
ZNHIT2,2.3381207507364757e-09
FAM222B,2.3484998631315785e-09
PRR14,2.3567771725315244e-09
MPRIP,2.3631042285544997e-09
RACGAP1,2.3679450732671227e-09
AREL1,2.3774041049677686e-09
MAP3K3,2.39677103880321e-09
PPWD1,2.4237231042389372e-09
VSTM5,2.4554418392755836e-09
TROAP,2.4750768593063857e-09
ZBTB11,2.478771368199251e-09
C1orf210,2.4958156921676258e-09
EMC1,2.504069241962971e-09
PDCL3,2.5169618069215133e-09
KDM7A,2.5432570978676484e-09
ARFGAP2,2.549803963154413e-09
FCRL3,2.5515315414829256e-09
DNAJC8,2.5548563441462985e-09
TRIM14,2.5775404836048765e-09
CHFR,2.586411528470445e-09
PLCE1,2.6099781322232405e-09
ZNF200,2.618174918408748e-09
APAF1,2.6268200045236293e-09
ITPA,2.6452329104937134e-09
RRP15,2.6558643379816e-09
MS4A7,2.6746401327522182e-09
ESRRA,2.702826530112593e-09
CLCA4,2.7138906135353576e-09
TBRG1,2.7521256511732535e-09
LYAR,2.7658352608684313e-09
RAMP1,2.7776222549167405e-09
GPX7,2.782752573267303e-09
UBE3B,2.795638850938578e-09
USP39,2.8087110692258023e-09
UPK3A,2.826854286280243e-09
IFNGR2,2.8392534227554545e-09
SCAP,2.839638096275634e-09
FAM76B,2.8802012991478386e-09
SNRPA1,2.9129935920250187e-09
NOMO1,2.941189973875561e-09
RNF128,2.9602171724676046e-09
GCNT2,2.9673333435063776e-09
PLEKHS1,2.996938903471701e-09
TAF13,3.006037793315018e-09
SMG1,3.0298677122399682e-09
KBTBD2,3.030222430951953e-09
SENP2,3.031270149286596e-09
TTC9C,3.0605179900267804e-09
ATP6V0A1,3.0704186205171797e-09
KLF11,3.0714310873756604e-09
APOC1,3.0766501395668745e-09
TIPARP,3.0838964586387507e-09
EMC8,3.0923434749474835e-09
PSME3,3.116035535575709e-09
TACC1,3.1316192928729674e-09
OXA1L,3.1421634674728497e-09
CBX7,3.1422026137523345e-09
AGFG2,3.1657348850570256e-09
TRPC4AP,3.196561618833995e-09
HTATSF1,3.2240873960491436e-09
FCRL2,3.239552740339069e-09
CIDEB,3.2954938411644167e-09
SIRT6,3.3455854867031027e-09
CYB5R2,3.3490651654799316e-09
RNF138,3.3690990853948537e-09
KANSL1,3.4197911555805676e-09
ZSWIM8,3.433458723155711e-09
NDUFAF2,3.573436162558205e-09
TMEM101,3.5971846374324725e-09
RALGAPA2,3.6120994663521487e-09
SOCS7,3.6310133078049082e-09
DNAJB2,3.6464703476591312e-09
WASH6P,3.691018014853356e-09
ACKR4,3.7121607572735732e-09
DAXX,3.747676241580729e-09
MSANTD4,3.775629232315123e-09
NFU1,3.790553200944428e-09
ANAPC16,3.794391285957141e-09
SETDB2,3.818084092583086e-09
ZFAND6,3.8191165492390584e-09
RNF26,3.847083958889954e-09
CCL3,3.852670338521361e-09
A1CF,3.879480234443882e-09
MR1,3.883084305112826e-09
MSL2,3.887833835196193e-09
CPNE3,3.888911910384544e-09
PSMC2,3.901723448203176e-09
B3GALT5,3.913089387106266e-09
CCDC88C,3.949120125199443e-09
EP400,3.956136479716943e-09
SOCS6,3.967972141596185e-09
SUPT7L,4.018019197983006e-09
AAMP,4.026578199961396e-09
NARS2,4.033326986227149e-09
LARP4B,4.036875959420264e-09
SYNJ2BP,4.048990049850921e-09
TMX1,4.1045480288403924e-09
CLCF1,4.109308797976366e-09
MAFG,4.11589549337188e-09
POM121,4.124348376286643e-09
STAT4,4.1524512329596414e-09
AP4B1,4.168319942642088e-09
OSBPL3,4.207130830348795e-09
SDHD,4.218348449123517e-09
CEBPZ,4.235304360132746e-09
MMD,4.256680702593116e-09
IQSEC1,4.2660002104859106e-09
CFL2,4.335915409431993e-09
IRF7,4.347719589390198e-09
CITED2,4.436635309469105e-09
CYP39A1,4.445845154574397e-09
COQ10B,4.453196134647866e-09
NLRP2,4.457080378179494e-09
TRIQK,4.46838843236626e-09
IRGQ,4.470166465144225e-09
GZMB,4.500288316521524e-09
GTPBP10,4.518003678512836e-09
EBAG9,4.5296199977254456e-09
PRPF8,4.5410937343529275e-09
RAVER2,4.55925977368811e-09
S100PBP,4.58466821581463e-09
NHLRC3,4.59871123214536e-09
AKT2,4.671826506473112e-09
OSBPL2,4.6832886229362045e-09
YWHAB,4.713780508511768e-09
ACTR3B,4.779060943109514e-09
CSNK1G1,4.7897411544061525e-09
PSAP,4.812377260210475e-09
SMAD9,4.824346347044068e-09
IGFBP4,4.871239931221272e-09
CAPN13,4.9521907075966115e-09
ZZZ3,5.023402923902267e-09
PRPSAP2,5.029577551666915e-09
POU5F1,5.042669071515339e-09
LCOR,5.0451361654328355e-09
GTF2H3,5.04678768598545e-09
CAB39,5.059554782335419e-09
ACYP2,5.099945187876567e-09
NXT2,5.141348373550922e-09
KLF6,5.156633435335092e-09
MAP3K7,5.18727664779247e-09
CRKL,5.187353386576642e-09
ARHGAP1,5.259172510843756e-09
SIRPG,5.285995458137974e-09
INSC,5.304639986959805e-09
HES5,5.3116930805881245e-09
SNRPC,5.354060599354028e-09
CDCA7L,5.418233263894534e-09
CYSLTR1,5.422959719246796e-09
ACO1,5.45085126691171e-09
GATAD2B,5.483660804547316e-09
LMBR1,5.533251964564535e-09
VSIG1,5.58065208276508e-09
SLC9A7,5.592688028720942e-09
TMEM120A,5.64622946160884e-09
PIK3CG,5.689260570176287e-09
NEK4,5.712795466499632e-09
ADRB2,5.789705328751183e-09
XPNPEP1,5.813676400687145e-09
CYP2W1,5.815944178389786e-09
MGAT4B,5.872108438912983e-09
DNPEP,5.928787631641751e-09
SERTAD4,5.9824783757117245e-09
KIDINS220,5.9890364681129665e-09
KIAA1191,5.9999517807078935e-09
ACHE,6.109090592896007e-09
TYK2,6.205117510595945e-09
RPS20,6.277587989764103e-09
NPB,6.343253343687505e-09
IQCB1,6.36919538434519e-09
ALDOB,6.397500183165303e-09
CIPC,6.398789129871213e-09
ANKHD1,6.409853191433804e-09
IKZF5,6.481484376975631e-09
ZNF768,6.5496802622597635e-09
CAPN6,6.614575706882149e-09
SIPA1L1,6.6219304760618305e-09
DDX39B,6.6300756381094125e-09
POLR2G,6.782483870601993e-09
MTSS1,6.791825509185539e-09
SLC48A1,6.7942400502294135e-09
GPX3,6.85428191131809e-09
FSIP1,6.957945809700005e-09
BCL2L1,6.98630987764146e-09
MPLKIP,6.9878550215480495e-09
TSPAN9,7.011118247768742e-09
LAMC2,7.098218843437984e-09
G6PD,7.10313890945718e-09
EML4,7.1187783104540976e-09
CYP4F11,7.144768956794543e-09
SUPT4H1,7.17225600121691e-09
GATAD1,7.226448719127005e-09
ZNF598,7.235435373346103e-09
TOP1MT,7.284005109552265e-09
FAM13B,7.29493535156009e-09
TRIM9,7.391954708314415e-09
TOR1AIP1,7.433471166712588e-09
NARF,7.496212557040828e-09
TAOK1,7.516115220873692e-09
TRIM21,7.559939738505372e-09
TLK2,7.635528970833044e-09
RPS14,7.68082100928987e-09
FANCF,7.684059846343947e-09
ZNF140,7.689762760625874e-09
GSTO2,7.697024454323405e-09
MOAP1,7.71428986628179e-09
UPRT,7.744549631645557e-09
KIZ,7.770321166600354e-09
PRPF4B,7.79046229164891e-09
NME5,7.850255089002413e-09
DDX50,7.851940526854e-09
RHOT2,7.86616709151308e-09
PPP2R5E,7.875456214323227e-09
BTBD10,7.895317568945417e-09
DAG1,7.908294079299454e-09
PUS7L,7.925804833731858e-09
CRTAM,7.9462353340473e-09
IL4I1,7.968101934515317e-09
C19orf38,8.003845346367423e-09
PIWIL2,8.024652664952815e-09
ATG4A,8.12953788676893e-09
COL5A3,8.131721690354563e-09
MFSD6L,8.171044307576764e-09
TMEM161A,8.254977758150575e-09
KIAA1671,8.271739642912166e-09
BRD1,8.297402992264732e-09
OGFOD1,8.361376913314462e-09
ITGAE,8.3698444688413e-09
SMIM13,8.380357391620465e-09
SLFN13,8.382671337615882e-09
ARFGEF2,8.405735980858162e-09
SMC2,8.406183477876315e-09
MED1,8.440632366201431e-09
MAD2L1,8.448248710588225e-09
RANBP9,8.489703610667243e-09
SPCS1,8.496715181300049e-09
TTC14,8.518723069557478e-09
GPD2,8.578362664690719e-09
DNAJC2,8.629490115174674e-09
ZDHHC13,8.648530592847397e-09
DNAJA4,8.725334046133134e-09
TUBA1C,8.765382400980253e-09
SMG9,8.79298794084572e-09
EPS15L1,8.941145183043326e-09
PTPRK,9.056604320016225e-09
PTTG1,9.068797146807332e-09
NF2,9.071662515298598e-09
UTP20,9.077945958804587e-09
TUFM,9.186495408552741e-09
TMA16,9.42255857393894e-09
CLTC,9.582056826241513e-09
KRTAP5-2,9.608237676443022e-09
ABHD17B,9.625806967345978e-09
WDR82,9.634298454078633e-09
BLNK,9.671301097903465e-09
TRA2B,9.676433896147186e-09
LACTB,9.7068158065116e-09
ZBED4,9.724889814251785e-09
DNAJC5,9.743814307026608e-09
ARMCX1,9.82927460968272e-09
DDX54,9.830756541302846e-09
ATF5,9.88448638288372e-09
TRA2A,9.903888980955854e-09
TCEAL4,9.924531444616578e-09
YIPF1,9.980249703435525e-09
FGFR4,1.0001029050655641e-08
GPRC5C,1.016652166873861e-08
ARHGEF1,1.023181712477287e-08
CALCOCO1,1.0257022673536829e-08
EIF4G2,1.0329923932241334e-08
ERC1,1.038493126061206e-08
KCNS3,1.0425482037594851e-08
CRTC2,1.0467853412292615e-08
ZNF652,1.0573233888845368e-08
FBXL19,1.0618615275219213e-08
MALSU1,1.0660450612205366e-08
SLC35A3,1.0667792356142546e-08
TMEM39B,1.0753317491218243e-08
MPDU1,1.076195268914574e-08
HPS6,1.0835750046354823e-08
IRF2BPL,1.0877473723451041e-08
LRRC47,1.0882380095908576e-08
PPP6C,1.0926199706733153e-08
ZCCHC8,1.1042687212937104e-08
EFNA1,1.1063701459213577e-08
OSGEP,1.1091454938876806e-08
ANAPC5,1.11015231659216e-08
PIK3R5,1.1130552566078286e-08
SLC25A16,1.1135672359477839e-08
CYP4X1,1.1184844290347355e-08
CHAC1,1.1273354826399694e-08
PAQR5,1.1310539973345844e-08
GJB4,1.140966146631484e-08
RPAP3,1.1494712659612974e-08
AASS,1.150199049436286e-08
NPM3,1.155161016789754e-08
MCMBP,1.157073706027194e-08
EEA1,1.1680764800286876e-08
AQR,1.1814276981081742e-08
SPESP1,1.1887878311196629e-08
ALG13,1.188855237222776e-08
NPLOC4,1.2212784164704022e-08
PCGF3,1.2275709902571521e-08
ABCA7,1.235100190521061e-08
SMARCB1,1.2356452776528456e-08
SZRD1,1.2522067484627248e-08
ENTPD8,1.2559768970605577e-08
PDE6D,1.2581617996952473e-08
ZBTB2,1.2706244341582449e-08
TFIP11,1.2868243190342548e-08
LILRB1,1.3102838440264164e-08
SRSF2,1.323274835971753e-08
TOX4,1.3320981920090096e-08
ALG8,1.3340797100603326e-08
RSF1,1.3367011099136607e-08
IFI35,1.3486384047591333e-08
GMPPB,1.3566534293360748e-08
GALNTL6,1.3614783811425125e-08
C1R,1.3651559732722688e-08
CHP1,1.3689331307019219e-08
UBALD1,1.3954624201887673e-08
C9orf78,1.3984848609811754e-08
ISG20L2,1.4006203639087282e-08
DHX33,1.4075849557535915e-08
KRT15,1.4160010997531125e-08
MFSD2B,1.4448970177728191e-08
SLTM,1.4538599150496109e-08
DIP2A,1.4583948712461448e-08
ZC3H13,1.4633627855768761e-08
TOP1,1.4868126334653405e-08
CLDN15,1.4917372840890678e-08
PLXNB2,1.49204991067313e-08
CASS4,1.4921002133664118e-08
IRF8,1.4970758979481882e-08
IMP4,1.5048120862744458e-08
APP,1.505352246674665e-08
DHX32,1.5134961795515312e-08
FRG1,1.5158895387075326e-08
NAA25,1.522568703648265e-08
USP28,1.530816876075896e-08
SLC35F6,1.5340053634372575e-08
DOLK,1.541063904828363e-08
YY1,1.5460678579899702e-08
HAPLN1,1.547478375551938e-08
DLG5,1.56424240347941e-08
SIAH2,1.5652484735752232e-08
PRPS2,1.575283490778903e-08
RABEPK,1.5767405920328142e-08
THAP11,1.5824169512255875e-08
EVI5,1.5923779049610855e-08
ATF4,1.60156556069639e-08
MRPL1,1.6346365302319e-08
TMEM43,1.6515334229591857e-08
CCDC117,1.6576713787529562e-08
CCNL2,1.6590060286413842e-08
ETS2,1.6737654429100333e-08
PLXNA1,1.686172544933217e-08
MRPL47,1.6882654704879595e-08
LSR,1.7045268706803884e-08
LMO2,1.7105194681075465e-08
CEP112,1.7131311739022634e-08
SLC45A4,1.7195385637154392e-08
NEK9,1.724641845275895e-08
HLTF,1.7572219227106696e-08
ARID4A,1.790132107993323e-08
GPR155,1.809682763024146e-08
ACVR1,1.8270656458368953e-08
PDHB,1.8418400090744435e-08
RAB11FIP5,1.860142133079582e-08
SLC25A17,1.9107597534929902e-08
UBE2L3,1.9470895195542594e-08
LAMP2,1.9506319954076007e-08
ZNF593,1.96783026358528e-08
MED13L,1.9775519191548444e-08
SLC25A23,1.980386764459408e-08
GRK5,1.998580515846928e-08
ESYT1,2.004422213340608e-08
CLDN14,2.010673458429411e-08
LCORL,2.0141062365815002e-08
RABL3,2.0273034135390888e-08
ZNF273,2.0479804576002815e-08
CIDEC,2.0533441345056855e-08
TDP1,2.0605632378460314e-08
PARPBP,2.060998119754949e-08
PRR4,2.068198917515575e-08
SMCO4,2.074013885809682e-08
RAB35,2.1109401932959754e-08
BOP1,2.1267361253774843e-08
LDLR,2.131553502429287e-08
ATG5,2.132603006329105e-08
THG1L,2.1333640125476584e-08
YWHAQ,2.1472473329213494e-08
PPAT,2.177853582830474e-08
PIGT,2.1834086439095226e-08
TM2D1,2.1900299497268817e-08
RC3H1,2.20686806289315e-08
HAUS4,2.2314407441498203e-08
HIVEP3,2.2443969300231906e-08
GAL3ST1,2.248685165374918e-08
CUL2,2.272881563105517e-08
SMARCD1,2.289428619636398e-08
MYADM,2.2951605093622756e-08
CUL3,2.32424978290909e-08
TP53BP2,2.3272654216427448e-08
FNBP1L,2.3476991056422072e-08
HGS,2.3591389968917972e-08
RPP40,2.3632538832744582e-08
EIF2B3,2.3642596322403397e-08
CSGALNACT1,2.370654470077375e-08
ANXA4,2.3731524446717835e-08
CENPK,2.3793564331557618e-08
BTG1,2.3876384768496603e-08
PKP2,2.395474040718574e-08
EARS2,2.397405410588835e-08
MYL12B,2.408908250123213e-08
CD302,2.4283382727237907e-08
TAB2,2.4317617402844562e-08
PIGC,2.4328615482237955e-08
PI4K2B,2.4390746296833695e-08
STX6,2.4595543241736252e-08
AP1M1,2.4608174395686743e-08
PDXDC1,2.4638442585342135e-08
MYRF,2.466047097798115e-08
ILF3,2.480878309956742e-08
KIAA0040,2.5365124250193385e-08
ZNF7,2.5492258417204255e-08
SNX14,2.5617445516515308e-08
TIAL1,2.565266449422999e-08
PCIF1,2.5726336300110933e-08
BRD7,2.579703224542799e-08
PHF13,2.5814120817086846e-08
MOB3A,2.5914253169547006e-08
USP9X,2.6077606295929274e-08
MED21,2.614526340566769e-08
MSMO1,2.6286444807808298e-08
SERAC1,2.640300711754022e-08
SLC25A20,2.6525705403908793e-08
IQCG,2.6534324104325778e-08
GOSR1,2.6561651007942298e-08
MX2,2.6804042689107072e-08
CNEP1R1,2.6807762849840343e-08
TRMU,2.682938390676679e-08
LEAP2,2.734982024555755e-08
RAPGEF6,2.738047037223304e-08
CTU2,2.741150184092219e-08
IGHMBP2,2.757147600071364e-08
GCSAM,2.7656201754572264e-08
PEX1,2.7994265735840478e-08
VANGL1,2.8344480584948985e-08
PAICS,2.8485456508559478e-08
SMPDL3A,2.8578955414459034e-08
UNC5B,2.9167260777402987e-08
CHRAC1,2.9385376653684904e-08
DNAJA2,2.9525736686491713e-08
PRKAG1,2.971725525365447e-08
RPUSD3,2.976283339812937e-08
SAYSD1,3.0001886733298415e-08
PSIP1,3.027482077523786e-08
UQCC2,3.1068358595038964e-08
LARP1B,3.108572016454748e-08
HSP90B1,3.1530660627285466e-08
FGFRL1,3.157915941528853e-08
RPP25L,3.1752322565154275e-08
TMEM241,3.204829459632877e-08
HUWE1,3.207688935096751e-08
KIF1B,3.2147054734283764e-08
SRPX,3.2160931976110426e-08
TMEM104,3.234173838958432e-08
TRMT1,3.236311822512844e-08
TSPAN14,3.246440661993829e-08
KIN,3.2466446314535836e-08
SRGAP2B,3.248597208958059e-08
TINCR,3.253732762046566e-08
CBX1,3.266696326358593e-08
TTLL3,3.267655416409697e-08
CKS2,3.283115552701476e-08
AP3B1,3.285922787443009e-08
NLE1,3.2861582038694416e-08
INIP,3.304572611860487e-08
CIAO1,3.307094386561806e-08
EFR3A,3.3317918631501914e-08
GDI2,3.396838629408192e-08
CBY1,3.41887485091059e-08
FCHO2,3.422963863182192e-08
TMEM126B,3.45373242102243e-08
WBP11,3.4821785206234967e-08
SH3D21,3.498506837797963e-08
WDFY3,3.502713878211337e-08
FAM184B,3.567004713061301e-08
TPGS1,3.58683334919487e-08
TMEM230,3.6131232651493805e-08
CTSO,3.6276561610149374e-08
SNX18,3.663832582877502e-08
UBN2,3.6709705019899674e-08
BIRC2,3.679182226080649e-08
MBIP,3.706484574651443e-08
SNRPB2,3.708774213634607e-08
NCK2,3.7177611417833566e-08
PFDN2,3.724449480353574e-08
TNRC6C,3.7317965471825855e-08
RAB17,3.779691961267554e-08
CDC42,3.780026071503279e-08
LTBP4,3.796265400730384e-08
SIKE1,3.807981213417007e-08
NME6,3.8106572011761755e-08
TOMM34,3.836253468768696e-08
MYO5A,3.841555546296963e-08
C6orf89,3.846290898236354e-08
MYL5,3.888209448479803e-08
CINP,3.8912108720448465e-08
SLC35B3,3.892022406119539e-08
PGS1,3.969547700541793e-08
LACTB2,4.000713146581785e-08
ZC3H3,4.0118394441390955e-08
NSF,4.054143830503872e-08
TRNT1,4.0585624856849916e-08
MILR1,4.183698783307034e-08
BCAT1,4.271453540799563e-08
TSPAN1,4.274867006973153e-08
EDEM2,4.3001522275096254e-08
DUSP3,4.3371581694671276e-08
THOC5,4.372914196446473e-08
TCAIM,4.4489566928869794e-08
WFDC3,4.465961601566099e-08
YTHDC1,4.4674367563442546e-08
QPCT,4.49318319184237e-08
TUBD1,4.508441745840425e-08
ANKRD35,4.510646770492498e-08
DNM1L,4.514153652222147e-08
RASSF1,4.518177014630104e-08
HTT,4.5357739747494997e-08
SHKBP1,4.555814817312362e-08
KCTD10,4.5647021721891845e-08
PRPF31,4.5933652950052404e-08
F2R,4.607245614497122e-08
SAV1,4.616720954124747e-08
ARFGEF1,4.6916640072252334e-08
ITGB7,4.697639978129366e-08
WSCD1,4.721528672803483e-08
MARVELD2,4.753302837248215e-08
JADE1,4.819453263979456e-08
AHDC1,4.832817189316707e-08
PHKB,4.8543338297743756e-08
ATP6V1C1,4.896252785426791e-08
MYO7A,4.919693471690062e-08
GGA1,4.924929727173225e-08
GGACT,4.93657782370263e-08
DQX1,4.9612897969753283e-08
ASXL1,4.9672177655819405e-08
USP46,5.0150047602419144e-08
CLCN4,5.036507451290464e-08
ANKRD30B,5.0425698242164596e-08
PPP1R12C,5.0426085653884046e-08
RWDD2A,5.062384215519895e-08
NPEPL1,5.1154138434836044e-08
NOL8,5.1404752713685037e-08
EVA1C,5.2499489928815487e-08
TRIM4,5.262112583174356e-08
LIN7B,5.2682051463539695e-08
BFSP2,5.286089357570738e-08
RTN2,5.303114032255597e-08
CSF3,5.3075119453887083e-08
SYT12,5.343403373161656e-08
TSC22D4,5.369440375851413e-08
ACOX1,5.3937171190400116e-08
SLC26A4,5.4144996814828746e-08
EIF3G,5.420091768100299e-08
EXOSC8,5.426714628461611e-08
GALC,5.445644668157431e-08
NCALD,5.477819222659129e-08
GOLGA8A,5.500799818101693e-08
VAV2,5.54339981863475e-08
MON1B,5.550432588879333e-08
NUP160,5.5575534401236944e-08
STAM,5.5687561571734386e-08
ERV3-1,5.587886899515538e-08
DIDO1,5.609642349056806e-08
APMAP,5.635118177363115e-08
TNFRSF1A,5.682347805540088e-08
STAU2,5.768439291711772e-08
U2SURP,5.7745506159402946e-08
ZDHHC20,5.774821388212895e-08
TSSC4,5.783019533857926e-08
ABI1,5.7843763816933663e-08
ZDHHC5,5.794731068639755e-08
TBC1D14,5.832710243700546e-08
ZNF286A,5.8354622729956914e-08
OTUD6B,5.893999019511496e-08
TPD52L1,5.931667108013325e-08
TMX3,5.952016571776791e-08
UTP14A,5.989609588959376e-08
MPHOSPH9,6.114748930461727e-08
RCE1,6.120584798664498e-08
TTC33,6.127758847072362e-08
UBAP2L,6.144492747991118e-08
ZHX1,6.160720942980882e-08
HEATR1,6.164296610260329e-08
PIGB,6.224669186534815e-08
MTRR,6.357670947382084e-08
INPPL1,6.376224495423493e-08
FEZ2,6.38081838270129e-08
FLI1,6.38732609953034e-08
THNSL2,6.438695849427138e-08
TFB1M,6.45425731003724e-08
NAV2,6.486931526254276e-08
VAC14,6.513068550772736e-08
IKBKG,6.552179253870899e-08
MTA1,6.580552418394579e-08
KDM1A,6.598801666554277e-08
SON,6.63444845255932e-08
ZNF12,6.663996872685436e-08
ATG2A,6.676149018648532e-08
DDX20,6.67736633969925e-08
ARHGEF7,6.699441647839191e-08
AP1S3,6.743226389759898e-08
ILK,6.836499162117735e-08
FOXK2,6.85561705256352e-08
HEATR3,6.986221770164914e-08
IRF2,7.077378380584432e-08
ASB1,7.091933218829683e-08
SLC12A9,7.119416307448463e-08
CLCN3,7.129756567230909e-08
TMEM150A,7.154915088596387e-08
STXBP3,7.20243283615122e-08
PPP4R2,7.266723043773563e-08
RPL7A,7.376055017339899e-08
PHC1,7.404816449683229e-08
TBC1D9B,7.428026926064375e-08
SDF2L1,7.518969838555957e-08
OGFRL1,7.531496711099077e-08
KAT6B,7.561886026896466e-08
ZMYND11,7.644728533560524e-08
ZNF608,7.680526697525454e-08
OMA1,7.686666441607006e-08
MTF1,7.776140475625956e-08
ATRAID,7.808752036073452e-08
GGCX,7.838208300561866e-08
CHUK,7.879654373325188e-08
ZNF451,7.936398589173031e-08
RPS2,7.977975902844676e-08
RBM26,8.141367031650932e-08
FKBP15,8.20162258973513e-08
TRMT10B,8.222212244947854e-08
CARS2,8.26850279979608e-08
TNPO3,8.278227215302664e-08
PPP1R1B,8.330798312992332e-08
ERICH1,8.332506183975452e-08
RTF1,8.403854294070293e-08
E2F3,8.426834009340562e-08
DGCR6,8.475968890369954e-08
MED13,8.489145442542325e-08
SNX17,8.737113424602427e-08
SFT2D3,8.802014401802226e-08
IQCK,8.853069030065828e-08
GCA,8.860160815139954e-08
MTFMT,8.971385316621767e-08
TIMM10,9.068496884074846e-08
RBM28,9.095582898913584e-08
DPH7,9.112784900092163e-08
SVIL,9.181863270875892e-08
SLC23A2,9.232663355066601e-08
DNAJC18,9.254924440185978e-08
TSPAN8,9.284852543508539e-08
TPM3,9.313773323040725e-08
ZFAND3,9.33541118298212e-08
AHNAK,9.383863746219014e-08
PLXNC1,9.390507333910999e-08
GDI1,9.39941897241602e-08
MMP28,9.505719335465954e-08
RABEP1,9.534360094333665e-08
INO80E,9.579257131302072e-08
PON2,9.728935322308564e-08
HIC2,9.730755293460595e-08
MAPKAPK5,9.739807494485232e-08
KLK10,9.775851894441529e-08
IGLL5,9.775851894441529e-08
UBAC2,9.874532374955504e-08
ERICH2,9.876002523579284e-08
PRDM4,9.891992870519375e-08
ALDH4A1,9.90365828170033e-08
CTTN,9.917108226184519e-08
RMND5A,9.990132120350422e-08
PIGM,1.0101717165919241e-07
LAMTOR5,1.0155058030177095e-07
AKIP1,1.0170634751798708e-07
ZNF184,1.0215769045422477e-07
CDC14A,1.0325116617618363e-07
SORBS3,1.0331141365728201e-07
DCAF5,1.0445822801900868e-07
ZFX,1.049505207976785e-07
ZNF195,1.051566926343592e-07
PIK3CB,1.0530161527993988e-07
ABHD10,1.0583108494913875e-07
ZNF518A,1.0608423484475742e-07
RAB2A,1.0656188991563964e-07
DDX10,1.0784099524477426e-07
MBD2,1.0803038876344257e-07
BDP1,1.08860446219497e-07
SCAF8,1.0886292710833555e-07
KDM1B,1.0900555278050306e-07
GTF2F2,1.0911899672864175e-07
ZNF785,1.1024630573602702e-07
XRCC5,1.1060573403554496e-07
GDF11,1.1066927255529972e-07
SH3D19,1.112347933965398e-07
TUBGCP4,1.1147207086480356e-07
SCOC,1.1161731034535982e-07
CDS2,1.123456456764383e-07
LRSAM1,1.1251497688700692e-07
TFB2M,1.1271055469388603e-07
EGFR,1.1277640860407637e-07
MIA3,1.1297034249596153e-07
WRAP53,1.1297730294064616e-07
UBE4B,1.142910359432828e-07
CADM4,1.1448916797364077e-07
NRXN3,1.145869730876219e-07
PITRM1,1.1513790275841476e-07
HID1,1.1560742391719847e-07
FAM78A,1.1605672244751092e-07
TIAM1,1.1714996419314043e-07
CAV1,1.1738464243367707e-07
SNW1,1.181714410171445e-07
ALDH6A1,1.1906416122971123e-07
TPP2,1.1993961392762927e-07
RPS11,1.2006498724635833e-07
ZMYND19,1.2070711377876536e-07
TARBP1,1.214341273212954e-07
ARX,1.2366242020321917e-07
NFIC,1.2402730554444263e-07
AMOT,1.2641977560198062e-07
ADCY4,1.264262875882811e-07
MZT2A,1.2697684996163613e-07
SCNM1,1.2702081032705314e-07
AGGF1,1.279360051320264e-07
RPH3AL,1.2837327229714658e-07
RFFL,1.2850877045794957e-07
FGD3,1.2947223924530543e-07
PTP4A3,1.3040253231404194e-07
TSFM,1.3124624858740685e-07
MAOB,1.3218529993324503e-07
PSMD1,1.3302804033264432e-07
RPGRIP1L,1.3316336176294126e-07
CCDC74A,1.3323523960783787e-07
MFSD10,1.3336640644726992e-07
SMPD1,1.3698154973771933e-07
ARIH1,1.386258056466784e-07
PDZK1,1.3902813717249078e-07
HIBADH,1.3918603767756872e-07
TMEM132A,1.402342568715736e-07
BSDC1,1.4047310521684398e-07
TAF12,1.4063738305093956e-07
MYOF,1.4198193063982716e-07
GOLT1A,1.420609383780267e-07
FGD6,1.4216329912312026e-07
ATP13A2,1.4275562839764294e-07
AKT3,1.4307941696337544e-07
TNRC6A,1.4314782684980498e-07
RNASEK,1.432531330158878e-07
PDCD10,1.4538215592606308e-07
EMP2,1.4571088612335363e-07
ZNF587,1.4600881864114216e-07
UTP23,1.4659820920055865e-07
NINJ2,1.470308335671767e-07
IRAK1,1.5027880490350736e-07
STARD3,1.5038329191040613e-07
SCCPDH,1.5127024416880045e-07
LACC1,1.5295899428288594e-07
MAPK7,1.5457828458377335e-07
CEP97,1.5514099558318434e-07
GSK3B,1.5544587416371233e-07
PES1,1.5751766499210798e-07
CDHR5,1.5796518344352326e-07
CTDP1,1.5849526457603338e-07
DTNBP1,1.5917375161538814e-07
NABP1,1.597768482371906e-07
MSANTD3,1.603396905632e-07
RFX3,1.6078602803297943e-07
MTIF2,1.6125327993812716e-07
TNFRSF10D,1.6161934059085898e-07
ZNF217,1.6163148170199303e-07
C12orf4,1.620217588707171e-07
DNASE1L1,1.6376276469884707e-07
PARP11,1.6465393891059245e-07
IPO13,1.6523674782661325e-07
ARHGAP31,1.6770809954549154e-07
SDSL,1.6883826494050488e-07
RAPGEF2,1.6943165239640918e-07
RBM27,1.7163804903710993e-07
ZNF638,1.718506514284613e-07
PIK3CD,1.7192485871797577e-07
CWC22,1.7203282602476512e-07
TYW5,1.726570207990648e-07
SLC39A13,1.7287399810621082e-07
TVP23C,1.7296524070325833e-07
HOXB2,1.7331257303229083e-07
GIGYF1,1.739380956875108e-07
SRC,1.749871481036039e-07
