gene,datasets,hedges_g,se,ci_lo,ci_hi,p_value,tau2,I2,direction,n_up,n_down,direction_ratio,sign_test_p,q_value
CETN3-AS1,1,-1.5400597702288306,0.41142013764423874,-2.3464432400115385,-0.7336763004461226,0.0001816353970723187,0.0,0.0,down,0,1,1.0,,0.024630513662021243
AGT,3,0.5299558570414691,0.14161478609713563,0.25239087629108325,0.8075208377918549,0.00018239058294899912,0.0,0.0,up,3,0,1.0,0.25,0.024630513662021243
GPX7,3,0.5276909235952284,0.14126564949639694,0.2508102505822904,0.8045715966081664,0.00018737900157650422,0.0,0.0,up,3,0,1.0,0.25,0.025150804532817206
IFI27L2,3,0.5289142443421768,0.14165647193976685,0.2512675593402338,0.8065609293441198,0.00018862652125872792,0.0,0.33630570859252723,up,3,0,1.0,0.25,0.025165732327211126
GNG11,3,0.5277964650597219,0.1414512806980187,0.2505519548916052,0.8050409752278386,0.00019049794610026538,0.0,0.0,up,3,0,1.0,0.25,0.025263221630434592
ALDH1A3,3,0.5262068146854066,0.1412973896444626,0.24926393098225996,0.8031496983885533,0.00019600659450480507,0.0,0.0,up,3,0,1.0,0.25,0.0258390360029638
HELZ2,3,0.5266165179281134,0.14152177000031124,0.24923384872750332,0.8039991871287234,0.00019835764490605534,0.0,0.025530018243585223,up,3,0,1.0,0.25,0.02599424119369472
LOC728024,1,-1.5263153490000299,0.4106662174325021,-2.331221135167734,-0.7214095628323258,0.00020185700438552848,0.0,0.0,down,0,1,1.0,,0.02622503913021507
DCN,3,0.5249073550265341,0.14126007530544918,0.2480376074278537,0.8017771026252145,0.0002024870949233204,0.0,0.0,up,3,0,1.0,0.25,0.02622503913021507
RNF126P1,1,1.5194828380035434,0.4102934390368736,0.7153076974912712,2.323657978515816,0.00021272473305211255,0.0,0.0,up,1,0,1.0,,0.027382129057752926
GPR183,3,0.5240054424858229,0.1415506910077261,0.24656608811067976,0.8014447968609661,0.00021399728415105734,0.0,0.24063899453696697,up,3,0,1.0,0.25,0.027382129057752926
CHKA,3,-0.5233421986640869,0.14145783316584556,-0.8005995516691442,-0.2460848456590296,0.00021591067977910772,0.0,0.0,down,0,3,1.0,0.25,0.027382129057752926
MIR194-1,1,-1.5172703576402793,0.4101730133363825,-2.321209463779589,-0.7133312515009695,0.00021636666749928938,0.0,0.0,down,0,1,1.0,,0.027382129057752926
SLFN11,3,0.5215313510452974,0.14130580232407483,0.2445719784901107,0.798490723600484,0.00022355050873090754,0.0,0.0,up,3,0,1.0,0.25,0.028066034980307995
CYSLTR1,3,0.521517496937848,0.1414276088710634,0.24431938355056376,0.7987156103251323,0.00022644803139959535,0.0,0.0,up,3,0,1.0,0.25,0.028066034980307995
MORN2,2,-0.840796621637504,0.2280383005384594,-1.2877516906928843,-0.3938415525821236,0.00022683750934893165,0.0,0.0,down,0,2,1.0,0.5,0.028066034980307995
ZFAS1,3,0.5217269711654944,0.1415012982298202,0.24438442663504684,0.799069515695942,0.00022683976436876918,0.0,0.06690725403118929,up,3,0,1.0,0.25,0.028066034980307995
MIR6883,1,1.5092111800511478,0.4097355371409422,0.7061295272549012,2.3122928328473944,0.00023016276655476013,0.0,0.0,up,1,0,1.0,,0.02812268701292661
CILP,3,0.5219467200676577,0.1417453351475071,0.24412586317854384,0.7997675769567716,0.00023115279779695186,0.0,0.0,up,3,0,1.0,0.25,0.02812268701292661
OPN4,3,-0.5198828518028642,0.14119414858816035,-0.7966233830356585,-0.2431423205700699,0.0002313728531985193,0.0,0.0,down,0,3,1.0,0.25,0.02812268701292661
GCDH,3,-0.5208289097540539,0.14149706162697426,-0.7981631505429234,-0.2434946689651844,0.00023246127428167007,0.0,0.0,down,0,3,1.0,0.25,0.02812268701292661
SNORD43,1,1.5066429850019454,0.4095965196386092,0.7038338065102714,2.3094521634936194,0.00023473953460671974,0.0,0.0,up,1,0,1.0,,0.02812268701292661
OCLNP1,1,-1.5065446470696686,0.40959120033349194,-2.309343399723313,-0.7037458944160244,0.00023491656194479717,0.0,0.0,down,0,1,1.0,,0.02812268701292661
PSAT1,3,0.5193707484060995,0.1415544898272768,0.24192394834463699,0.7968175484675621,0.00024345180096352337,0.0,0.016851077998211676,up,3,0,1.0,0.25,0.028979531490036157
RPPH1,1,1.5012257803644689,0.40930390630240115,0.6989901240117626,2.303461436717175,0.00024469103664770674,0.0,0.0,up,1,0,1.0,,0.028979531490036157
BUB1B,3,-0.517155681999961,0.1412384155933251,-0.7939829765628781,-0.24032838743704382,0.00025066508580617874,0.0,0.0,down,0,3,1.0,0.25,0.029529147102922558
POC1A,3,-0.517108705611926,0.14136533372048135,-0.7941847597040694,-0.2400326515197826,0.0002542309246283958,0.0,0.0,down,0,3,1.0,0.25,0.029686390668120385
VANGL2,1,1.495681091824093,0.4090052827464947,0.6940307376409633,2.297331446007223,0.0002553090499730922,0.0,0.0,up,1,0,1.0,,0.029686390668120385
MR1,3,0.5161247985966857,0.14120618414621783,0.23936067767009878,0.7928889195232727,0.00025706702623584654,0.0,0.0,up,3,0,1.0,0.25,0.029686390668120385
THG1L,3,-0.5354315789955919,0.14650008709574064,-0.8225717497032435,-0.24829140828794027,0.0002573615843355359,0.0032130925656593252,0.0,down,0,3,1.0,0.25,0.029686390668120385
RN7SK,1,1.4927407452076646,0.40884728296099093,0.6914000706041225,2.294081419811207,0.00026112344136361556,0.0,0.0,up,1,0,1.0,,0.02996425313927458
TNFAIP8,3,0.5154870457022357,0.1412858457910041,0.2385667879518677,0.7924073034526037,0.0002637349471210637,0.0,0.0,up,3,0,1.0,0.25,0.030021253548523016
LOC101927157,1,-1.4904780501809252,0.4087258670519267,-2.2915807496027014,-0.6893753507591488,0.0002656868061367459,0.0,0.0,down,0,1,1.0,,0.030021253548523016
NIPAL1,1,-1.4904780501809252,0.4087258670519267,-2.2915807496027014,-0.6893753507591488,0.0002656868061367459,0.0,0.0,down,0,1,1.0,,0.030021253548523016
SNORA80A,1,1.4895399179567221,0.40867557045208885,0.688535799870628,2.2905440360428164,0.0002676018613301989,0.0,0.0,up,1,0,1.0,,0.030084154430862514
FARP2,3,-0.5143839737647798,0.14130260948987258,-0.7913370883649301,-0.23743085916462958,0.00027231993342180516,0.0,0.0,down,0,3,1.0,0.25,0.030315311363521637
VWA2,1,1.4872203631177185,0.4085513202952709,0.6864597753389876,2.2879809508964497,0.00027239567261212836,0.0,0.0,up,1,0,1.0,,0.030315311363521637
ENDOG,3,-0.5141718001827585,0.14144603185359111,-0.7914060226157971,-0.23693757774971996,0.0002778626956647656,0.0,0.0,down,0,3,1.0,0.25,0.030769125604437824
PRR15,3,-0.5991518876819966,0.16492920685759993,-0.9224131331228924,-0.2758906422411007,0.0002803816657236391,0.016336821450402727,0.1239067228329978,down,0,3,1.0,0.25,0.030773196615390953
C5orf63,1,-1.4833061216916597,0.40834200219763467,-2.2836564459990236,-0.6829557973842957,0.0002806784538000168,0.0,0.0,down,0,1,1.0,,0.030773196615390953
SPON2,3,0.5121054338182977,0.14116985629855253,0.2354125154731347,0.7887983521634606,0.00028608632795035227,0.0,0.0,up,3,0,1.0,0.25,0.031211595591706658
C1QTNF3-AMACR,1,-1.4796398015066945,0.40814634527824817,-2.279606638252061,-0.6796729647613281,0.0002886621684114499,0.0,0.0,down,0,1,1.0,,0.0313382404108254
C8orf48,3,-0.5115060646416998,0.14121203663280724,-0.788281656442002,-0.23473047284139759,0.0002920455459382021,0.0,0.0,down,0,3,1.0,0.25,0.0315508912482603
SNORA3B,1,1.476911117930162,0.40800097987220746,0.6772291973806354,2.2765930384796884,0.00029474935777149214,0.0,0.0,up,1,0,1.0,,0.03168841760468561
PEX1,3,-0.5106402424625534,0.14123657635878387,-0.7874639321257697,-0.233816552799337,0.00029977338596642866,0.0,0.0,down,0,3,1.0,0.25,0.0320728559371908
KDM7A-DT,1,-1.052272976917972,0.2911948287753249,-1.6230148413176086,-0.48153111251833525,0.0003019294235054411,0.0,0.0,down,0,1,1.0,,0.03214822568449521
SSPN,3,0.5094494102505386,0.1411634361784092,0.23276907534085656,0.7861297451602206,0.0003074587700084841,0.0,0.0,up,3,0,1.0,0.25,0.032314452098349815
MIR219A2,1,-1.4712150176298073,0.4076982294657787,-2.2703035473827335,-0.672126487876881,0.0003078678553642395,0.0,0.0,down,0,1,1.0,,0.032314452098349815
MIR219B,1,-1.4712150176298073,0.4076982294657787,-2.2703035473827335,-0.672126487876881,0.0003078678553642395,0.0,0.0,down,0,1,1.0,,0.032314452098349815
LINC02198,1,1.4671614206066044,0.40748335503834865,0.668494044731441,2.2658287964817676,0.00031755306711650754,0.0,0.0,up,1,0,1.0,,0.03317381027089289
HSP90B2P,1,-1.4642382802209146,0.4073287020369804,-2.262602536213396,-0.665874024228433,0.0003247233415532398,0.0,0.0,down,0,1,1.0,,0.033694104289962855
SNORA51,1,1.4638947989348199,0.4073105460589484,0.665566128659281,2.2622234692103587,0.00032557630008814064,0.0,0.0,up,1,0,1.0,,0.033694104289962855
SNORD12C,1,1.458036613544887,0.4070014215791415,0.6603138272497697,2.255759399840004,0.00034046886825345386,0.0,0.0,up,1,0,1.0,,0.03481950994701451
SLC66A3,3,0.5054732298599534,0.14111611513101524,0.22888564420316349,0.7820608155167432,0.0003410172264350919,0.0,0.0,up,3,0,1.0,0.25,0.03481950994701451
SMO,3,0.5055018959979163,0.14112864768247085,0.22888974654027344,0.7821140454555591,0.0003411673661670722,0.0,0.0,up,3,0,1.0,0.25,0.03481950994701451
ULK1,3,0.5047403872298317,0.14117450535537127,0.22803835673330403,0.7814424177263595,0.0003498343043457641,0.0,0.0,up,3,0,1.0,0.25,0.03554027678140201
SNORA5C,1,1.453046618066869,0.4067389030125899,0.6558383681621929,2.2502548679715453,0.00035368284877618873,0.0,0.0,up,1,0,1.0,,0.03560201680815961
KRTCAP2,3,0.5050250663951092,0.14141307601844674,0.22785543739895364,0.7821946953912648,0.00035524685496546304,0.0,0.19183427357802801,up,3,0,1.0,0.25,0.03560201680815961
SNORA23,1,1.4524616545375328,0.4067081765411766,0.6553136285168267,2.249609680558239,0.00035526462792266557,0.0,0.0,up,1,0,1.0,,0.03560201680815961
PTAFR,3,0.5039820130660938,0.14119310423158332,0.2272435287721905,0.780720497359997,0.00035772870639494414,0.0,0.0,up,3,0,1.0,0.25,0.03568746693931905
FILIP1,3,0.7028338776698211,0.19704472209769364,0.31662622235834154,1.0890415329813006,0.00036126380570000727,0.04518184097094919,0.33019355645057386,up,3,0,1.0,0.25,0.03587851795891507
EMCN,3,0.5030142452463112,0.141220570243631,0.2262219275687945,0.779806562923828,0.00036817371500363905,0.0,0.0,up,3,0,1.0,0.25,0.03640153243832855
E2F2,3,-0.5028275946522868,0.14128265249679062,-0.7797415935459964,-0.22591359575857717,0.0003722431058705844,0.0,0.0,down,0,3,1.0,0.25,0.03664030251429259
MIR147A,1,-1.443680751593691,0.40624814992285957,-2.2399271254424957,-0.6474343777448862,0.0003798639772815845,0.0,0.0,down,0,1,1.0,,0.03722498895953651
TCHP,3,-0.5263061533676618,0.1485880630534942,-0.8175387569525105,-0.2350735497828132,0.00039703218819042707,0.004559008280311312,0.33412139608975816,down,0,3,1.0,0.25,0.03873599943547748
CTSK,3,0.49885889660384564,0.14109775831268395,0.22230729031098512,0.7754105028967062,0.00040691940004577987,0.0,0.0,up,3,0,1.0,0.25,0.03952650856497319
OR14I1,1,-1.433471687995841,0.40571616058437626,-2.2286753627412184,-0.6382680132504635,0.0004105795566150974,0.0,0.0,down,0,1,1.0,,0.03970788401901555
CARS2,3,-0.49814526984129287,0.1411130552757339,-0.7747268581817313,-0.22156368150085443,0.0004153795560458695,0.0,0.0,down,0,3,1.0,0.25,0.03992243197741586
SNORA37,1,1.4316211855319427,0.40562006164514025,0.6366058647074678,2.2266365063564177,0.00041640320525502606,0.0,0.0,up,1,0,1.0,,0.03992243197741586
NF1P9,1,-1.4308139590750508,0.4055781731138429,-2.225747178378183,-0.6358807397719187,0.00041896899879920163,0.0,0.0,down,0,1,1.0,,0.039995286277611716
CMTM3,3,0.4975852763262544,0.14113611436782447,0.22095849216531843,0.7742120604871903,0.0004225721938742044,0.0,0.0,up,3,0,1.0,0.25,0.04016612179284122
NBPF7P,1,-1.4277118071637287,0.4054173761704491,-2.2223298644578087,-0.6330937498696485,0.0004289748924992412,0.0,0.0,down,0,1,1.0,,0.040558084970416006
FAM229B,3,0.5287884280050696,0.15019278286183968,0.23441057359586387,0.8231662824142754,0.00043035851212569476,0.005692187742208273,0.22088035763046296,up,3,0,1.0,0.25,0.040558084970416006
KRT8P41,3,-0.5023553975672316,0.142743646562556,-0.7821329448298413,-0.2225778503046218,0.00043271361733965286,0.0008083174424017634,0.367600513612425,down,0,3,1.0,0.25,0.040607239335683436
TUBB2B,3,0.4975105383101951,0.1414993731635553,0.22017176690962675,0.7748493097107634,0.0004381156515369522,0.0,0.0,up,3,0,1.0,0.25,0.04071299273208452
CFAP20DC,1,1.4245237323917528,0.40525242288160473,0.6302289835438075,2.218818481239698,0.00043950289773229625,0.0,0.0,up,1,0,1.0,,0.04071299273208452
KRT83,3,-0.4956055181389948,0.14101606538319325,-0.7719970062900535,-0.21921402998793604,0.0004405290768496606,0.0,0.0,down,0,3,1.0,0.25,0.04071299273208452
MIR4647,1,1.4240187209065698,0.4052263209041882,0.629775131934361,2.218262309878779,0.00044119376239221044,0.0,0.0,up,1,0,1.0,,0.04071299273208452
HPSE,3,0.49600866404126276,0.14122364267599738,0.2192103243963079,0.7728070036862176,0.0004443780651892659,0.0,0.0,up,3,0,1.0,0.25,0.040836684687745525
SPRYD4,2,-0.7970347354153161,0.2275259090373348,-1.2429855171284923,-0.3510839537021399,0.00045996235729017787,0.0,0.0,down,0,2,1.0,0.5,0.04193808204654574
CYRIA,3,0.49459687359673166,0.1411947289840731,0.2178552047879484,0.7713385424055149,0.0004601505367458625,0.0,0.0,up,3,0,1.0,0.25,0.04193808204654574
FAM118A,3,0.494127904402612,0.14121171750314757,0.2173529380964428,0.7709028707087813,0.00046665811093205,0.0,0.0,up,3,0,1.0,0.25,0.0423562614118916
SURF6,3,-0.494949487304694,0.14149045294413065,-0.77227077507519,-0.21762819953419793,0.0004685638707686568,0.0,0.2884495365080951,down,1,2,0.6666666666666666,1.0,0.0423562614118916
C1QTNF5,3,0.49271511535953455,0.14107234580120204,0.21621331758917856,0.7692169131298905,0.00047826830661779063,0.0,0.0,up,3,0,1.0,0.25,0.04293400534511975
SLC25A31,3,-0.5008399001914916,0.14349194642514065,-0.7820841151847673,-0.21959568519821593,0.0004823532917447304,0.0,0.0,down,0,3,1.0,0.25,0.04293400534511975
HBA2,3,0.4918842734241338,0.14099801396202788,0.21552816605855918,0.7682403807897085,0.0004855751704200273,0.0,0.0,up,3,0,1.0,0.25,0.04293400534511975
ARHGEF26,3,-0.49242922763819535,0.1411606681315986,-0.7691041371761287,-0.21575431810026208,0.00048586450162080297,0.0,0.0,down,0,3,1.0,0.25,0.04293400534511975
PTGDS,3,0.4918868207511473,0.14101771784123432,0.21549209378232803,0.7682815477199666,0.0004864284379242356,0.0,0.0,up,3,0,1.0,0.25,0.04293400534511975
CCL15-CCL14,1,-1.411128082368481,0.4045626248656683,-2.204070827105191,-0.6181853376317712,0.00048658668630627435,0.0,0.0,down,0,1,1.0,,0.04293400534511975
BLOC1S1-RDH5,1,-1.407444550568616,0.40437388210362635,-2.2000173594917234,-0.6148717416455083,0.0005003806356569933,0.0,0.0,down,0,1,1.0,,0.04380964319081991
ETHE1,3,-0.491219925807213,0.14113461359411614,-0.7678437684516806,-0.21459608316274542,0.0005004668680759217,0.0,0.0,down,0,3,1.0,0.25,0.04380964319081991
PRDM6,2,0.7896383368656531,0.22700776010487164,0.3447031270601047,1.2345735466712016,0.0005042960407473096,0.0,0.0,up,2,0,1.0,0.5,0.043971041001695535
MAPDA,3,-0.5471962630296113,0.15741248501624594,-0.8557247336614533,-0.2386677923977693,0.0005085851224905236,0.01077975409780755,0.25636931239797334,down,0,3,1.0,0.25,0.0440221266068339
SHLD2P3,1,-1.4047397315876817,0.40423554640481674,-2.1970414025411227,-0.6124380606342409,0.0005107534491971119,0.0,0.0,down,0,1,1.0,,0.0440221266068339
HBB,3,0.4898506215461982,0.14096403198537502,0.21356111885486317,0.7661401242375332,0.0005108451048880802,0.0,0.0,up,3,0,1.0,0.25,0.0440221266068339
MT1DP,1,-1.4032630381376516,0.40416011451403633,-2.1954168625851627,-0.6111092136901405,0.0005165053060504907,0.0,0.0,down,0,1,1.0,,0.04424196850054049
GK3,1,-1.4025163899932052,0.4041219993638385,-2.1945955087463287,-0.6104372712400816,0.0005194377352161812,0.0,0.0,down,0,1,1.0,,0.04424196850054049
TMIGD1,1,-1.4022736482508062,0.40410961139579377,-2.1943284865865618,-0.6102188099150505,0.000520394610187114,0.0,0.0,down,0,1,1.0,,0.04424196850054049
ALAS2,3,0.49037046071623575,0.1413366354894669,0.21335065515688062,0.7673902662755909,0.0005213868144056111,0.0,0.08751030582221071,up,3,0,1.0,0.25,0.04424196850054049
MFAP4,3,0.5511281553252491,0.15889912693210148,0.23968586653833018,0.862570444112168,0.0005235376267698211,0.01195821068014649,0.019457668383374687,up,3,0,1.0,0.25,0.04425491534378331
BRD3OS,3,0.4891328941805958,0.14120097122423822,0.2123789905810889,0.7658867977801027,0.00053202817256226,0.0,0.0,up,3,0,1.0,0.25,0.04480162713968202
RNU5E-1,1,1.3950673282408643,0.4037426519322914,0.6037317304535732,2.1864029260281557,0.0005496033551048189,0.0,0.0,up,1,0,1.0,,0.04610630873297888
SNORD32A,1,1.385765977571842,0.40327131549995304,0.5953541991919341,2.17617775595175,0.0005896919035528475,0.0,0.0,up,1,0,1.0,,0.04859382349673184
SNORD33,1,1.385765977571842,0.40327131549995304,0.5953541991919341,2.17617775595175,0.0005896919035528475,0.0,0.0,up,1,0,1.0,,0.04859382349673184
SNORD34,1,1.385765977571842,0.40327131549995304,0.5953541991919341,2.17617775595175,0.0005896919035528475,0.0,0.0,up,1,0,1.0,,0.04859382349673184
SNORD35A,1,1.385765977571842,0.40327131549995304,0.5953541991919341,2.17617775595175,0.0005896919035528475,0.0,0.0,up,1,0,1.0,,0.04859382349673184
EMID1,3,0.4842764488530421,0.1409391970230873,0.20803562268779102,0.7605172750182931,0.0005902261489421079,0.0,0.0,up,3,0,1.0,0.25,0.04859382349673184
SNORD116-6,1,1.3839278548705232,0.40317847873154333,0.5936980365566983,2.174157673184348,0.0005979469213231548,0.0,0.0,up,1,0,1.0,,0.049047149876088554
EHBP1L1,2,0.7780506975273646,0.22680519280980233,0.333512519620152,1.222588875434577,0.0006025141943528656,0.0,0.0,up,2,0,1.0,0.5,0.049239416466173115
CDKN2A,3,0.48322642098619034,0.14102299158559625,0.20682135747842167,0.759631484493959,0.0006112359402496992,0.0,0.0,up,3,0,1.0,0.25,0.049407853119071934
FRG1CP,1,-1.3810135214683907,0.4030314954016538,-2.170955252455632,-0.5910717904811493,0.0006112679710401278,0.0,0.0,down,0,1,1.0,,0.049407853119071934
FRG1GP,1,-1.3810135214683907,0.4030314954016538,-2.170955252455632,-0.5910717904811493,0.0006112679710401278,0.0,0.0,down,0,1,1.0,,0.049407853119071934
RNU5A-1,1,1.380287883881564,0.40299493799438835,0.5904178054125628,2.170157962350565,0.0006146297431009528,0.0,0.0,up,1,0,1.0,,0.04949892698347928
TMEM64,3,0.4821547525787614,0.14098285185625806,0.2058283629404956,0.7584811422170272,0.0006263191431059578,0.0,0.0,up,3,0,1.0,0.25,0.05025757268973786
ELMOD1,3,-0.4817420516847676,0.1409769813549273,-0.7580569351404252,-0.20542716822911006,0.000632761824253536,0.0,0.0,down,0,3,1.0,0.25,0.05050355954231236
MIR600,1,-1.376192517413534,0.402788912859519,-2.1656587866181916,-0.5867262482088769,0.0006339454351723861,0.0,0.0,down,0,1,1.0,,0.05050355954231236
SCARNA6,1,1.374406605530952,0.4026992279728597,0.5851161187041471,2.163697092357757,0.0006425537283623305,0.0,0.0,up,1,0,1.0,,0.050754041937620724
MMP19,3,0.4812548825293046,0.14102069406251094,0.20485432216678318,0.7576554428918261,0.0006433348776060388,0.0,0.0,up,3,0,1.0,0.25,0.050754041937620724
PLEK2,3,-0.4806459708153991,0.14086124451215432,-0.7567340100592216,-0.20455793157157665,0.0006444210301763675,0.0,0.0,down,0,3,1.0,0.25,0.050754041937620724
AKR7A3,3,-0.482425298752312,0.14142865752136766,-0.7596254674941926,-0.2052251300104314,0.0006470470461826805,0.0,0.0,down,0,3,1.0,0.25,0.050754041937620724
ZNF581,3,0.481191473521543,0.14109308123193673,0.20464903430694703,0.757733912736139,0.0006485480592561821,0.0,0.0,up,3,0,1.0,0.25,0.050754041937620724
MIRLET7F2,1,1.3685244521932522,0.40240452095898144,0.5798115911136487,2.157237313272856,0.0006717238116002729,0.0,0.0,up,1,0,1.0,,0.05238263118137762
SNORD116-2,1,1.367961158945784,0.4023763539226332,0.579303505257423,2.1566188126341452,0.0006745843319900974,0.0,0.0,up,1,0,1.0,,0.05239918890894846
NEK5,1,-1.3675522974081253,0.4023559151513462,-2.156169891104764,-0.5789347037114868,0.0006766680827181677,0.0,0.0,down,0,1,1.0,,0.05239918890894846
MT1HL1,1,-1.3668655214770895,0.40232159500226733,-2.1554158476815335,-0.5783151952726455,0.0006801824069693801,0.0,0.0,down,0,1,1.0,,0.05248780406672773
SNORD41,1,1.3630130135726761,0.4021293396722642,0.5748395078150382,2.151186519330314,0.0007002299267464375,0.0,0.0,up,1,0,1.0,,0.05384719509601858
H3C6,3,-0.4775280233865121,0.14097953724710466,-0.7538479163908373,-0.201208130382187,0.0007060599598275319,0.0,0.0,down,0,3,1.0,0.25,0.05389732858692313
ZFP36L1,3,0.4783946298694446,0.14125955253347838,0.20152590690382693,0.7552633528350623,0.0007075529955180571,0.0,0.35560431593349084,up,3,0,1.0,0.25,0.05389732858692313
ERBB4,3,-0.4769608022808233,0.14088313093583676,-0.7530917389150633,-0.20082986564658328,0.0007104694096984332,0.0,0.0,down,0,3,1.0,0.25,0.05389732858692313
